id,market,price,signedChangeRate,accTradePrice24h,accTradeVolume24h,rankByChangeRate,rankByTradeValue,timestamp
2057680,KRW-SUN,29.2,-0.0068027211,191662357.68599007,6583640.21221637,27,249,1778889252405
2057681,KRW-ZBT,235.0,0.087962963,10227639903.592957,45355631.6436418,3,21,1778889252405
2057682,KRW-ONG,98.7,-0.06,633818928.7807199,6343497.33706664,217,172,1778889252405
2057683,KRW-BTT,0.000479,-0.0164271047,933729879.139008,1941465809124.2578,42,139,1778889252405
2057684,KRW-ENSO,1256.0,-0.0455927052,2207312895.5186577,1736037.07292356,163,80,1778889252405
2057685,KRW-BIRB,195.0,-0.0201005025,459444687.2153495,2346183.87504948,54,199,1778889252405
2057686,KRW-ONT,87.7,-0.0498374865,1414861068.0648403,15767614.86194021,183,113,1778889252405
2057687,KRW-SOMI,249.0,-0.0496183206,392053366.7299461,1546648.92061626,182,209,1778889252405
2057688,KRW-DEEP,50.5,-0.0578358209,995212676.7155944,19412129.58939942,212,134,1778889252405
2057689,KRW-STRAX,19.3,-0.035,376823543.247964,19253321.46753484,116,212,1778889252405
2057690,KRW-ICP,3888.0,-0.0613230324,1963090424.8526657,485329.31182323,221,92,1778889252405
2057691,KRW-BREV,176.0,-0.0434782609,1013197182.3997214,5558626.21176526,154,131,1778889252405
2057692,KRW-ICX,55.2,-0.044982699,248774574.1803648,4413000.52497651,160,237,1778889252405
2057693,KRW-POLYX,82.4,0.0236024845,55026553001.66767,617165164.9331839,8,6,1778889252405
2057694,KRW-WAXP,9.74,-0.0356435644,214132476.5700348,21810638.36958958,118,243,1778889284521
2057695,KRW-CARV,86.7,-0.0616883117,1273824591.3327818,14242524.31697822,223,117,1778889284521
2057696,KRW-LSK,185.0,-0.0263157895,469614933.1592857,2533471.11425297,71,198,1778889284521
2057697,KRW-0G,760.0,-0.068627451,1416863455.9531853,1792066.32938083,235,112,1778889284521
2057698,KRW-WIF,303.0,-0.0676923077,1035004916.6351814,3295892.20063286,233,128,1778889284521
2057699,KRW-BORA,53.4,-0.021978022,550087314.6215758,10223018.74562337,56,189,1778889284521
2057700,KRW-PUNDIX,220.0,-0.0308370044,211810890.07512408,953863.85002431,97,244,1778889284521
2057701,KRW-PROS,1067.0,-0.0273473108,34701337998.739815,30173495.74391236,77,10,1778889284521
2057702,KRW-USD1,1489.0,0.0060810811,162832198.74039596,109669.25375285,21,253,1778889284521
2057703,KRW-BAT,150.0,-0.0384615385,260913909.00846982,1715490.90291565,133,234,1778889284521
2057704,KRW-HUNT,152.0,-0.0256410256,273105820.75224197,1784827.35241232,67,231,1778889284521
2057705,KRW-PENGU,13.2,-0.0222222222,3626716305.2672653,275132319.9085323,58,57,1778889284521
2057706,KRW-FIL,1508.0,-0.0320924262,1980350911.4958792,1304816.97849554,101,90,1778889284521
2057707,KRW-BEAM,2.75,-0.0316901408,275556953.73188007,98665956.14840421,99,229,1778889284521
2057708,KRW-DOOD,4.2,-0.0561797753,1265264119.6619794,293611167.83563924,203,119,1778889284521
2057709,KRW-WAVES,613.0,0.0065681445,1190710055.4011626,1963918.7362535,20,121,1778889284521
2057710,KRW-USDC,1488.0,0.0081300813,1047903124.1118257,705750.88895215,17,127,1778889284521
2057711,KRW-MOVE,26.2,-0.0507246377,1952627008.7627,73074894.81389862,185,93,1778889284521
2057712,KRW-TREE,97.4,-0.054368932,1568641110.5176294,15738798.33645766,199,107,1778889284521
2057713,KRW-USDE,1485.0,0.0047361299,44784982.99075353,30161.22595245,22,260,1778889284521
2057714,KRW-AERGO,80.7,-0.0073800738,670757595.1104171,8361695.2825021,29,168,1778889284521
2057715,KRW-WET,124.0,-0.0746268657,952612738.1041774,7454327.79032966,247,138,1778889284521
2057716,KRW-USDT,1489.0,0.0074424899,104334536457.81346,70291546.02900097,19,5,1778889284521
2057717,KRW-USDS,1485.0,0.0102040816,120496499.79662353,81120.92434323,15,258,1778889284521
2057718,KRW-2Z,138.0,-0.1038961039,801172744.8169209,5527094.67130678,256,152,1778889284521
2057719,KRW-BOUNTY,30.7,-0.0495356037,446833466.11572164,14331599.49398745,181,202,1778889284521
2057720,KRW-KAITO,661.0,-0.039244186,1663298433.5281484,2382316.23519172,137,104,1778889284521
2057721,KRW-LPT,3151.0,-0.0366860287,366301615.4158102,114710.05770105,125,214,1778889284521
2057722,KRW-BLAST,0.699,-0.0476839237,702238893.4510852,986391999.4410163,174,164,1778889284521
2057723,KRW-ETHFI,610.0,-0.0715372907,842672146.1835682,1335530.75452381,242,148,1778889284521
2057724,KRW-DKA,8.73,-0.0256696429,858231958.520306,97143723.80663937,68,146,1778889284521
2057725,KRW-ANKR,7.34,-0.0226364847,791480017.3764595,107960754.658454,60,155,1778889284521
2057726,KRW-ALGO,168.0,-0.0454545455,1672564102.6480548,9775909.53801583,161,103,1778889284521
2057727,KRW-SHIB,0.00911,-0.0329087049,6455638551.698136,699333856807.7732,105,32,1778889284521
2057728,KRW-UNI,5360.0,-0.0263396912,1768584509.6047986,326308.5042519,73,97,1778889284521
2057729,KRW-BIO,62.2,-0.0744047619,9953617663.565266,151286570.9176086,246,22,1778889284521
2057730,KRW-WLFI,98.2,-0.037254902,3388953701.534833,33698169.84629104,128,63,1778889284521
2057731,KRW-UP2,224.0,-0.1215686275,16619733044.64687,70139767.78942552,260,17,1778889284521
2057732,KRW-TOKAMAK,821.0,-0.0144057623,1318778971.7023733,1602876.43369831,37,115,1778889284521
2057733,KRW-SKY,105.0,-0.0277777778,273031905.5767134,2545786.86146173,78,232,1778889284521
2057734,KRW-CYBER,770.0,-0.038701623,526795587.77697796,677935.49385963,136,191,1778889284521
2057735,KRW-SKR,23.2,-0.0333333333,238801429.92390826,10287935.64641682,107,238,1778889284521
2057736,KRW-DOGE,169.0,-0.0058823529,44580280067.59834,263238398.01387924,26,8,1778889284521
2057737,KRW-WLD,365.0,-0.0568475452,4270539122.7614055,11549154.29637814,209,46,1778889284521
2057738,KRW-PEPE,0.00582,-0.0364238411,2950819415.9741964,499590154487.4247,123,67,1778889284521
2057739,KRW-HBAR,139.0,-0.0071428571,3190043113.400941,22982832.91279509,28,65,1778889284521
2057740,KRW-BCH,636000.0,-0.0116550117,2557262834.63727,4000.18766171,34,74,1778889284521
2057741,KRW-NEWT,114.0,-0.05,586937385.2992762,5071239.41725957,184,180,1778889284521
2057742,KRW-SEI,94.5,-0.0483383686,4258302050.9179707,44077699.9558177,176,48,1778889284521
2057743,KRW-BONK,0.00971,-0.0386138614,1550010971.382333,156369147224.88907,135,108,1778889284521
2057744,KRW-JST,135.0,0.0074626866,558153714.6899673,4137005.67656917,18,187,1778889284521
2057745,KRW-AAVE,138300.0,-0.0475206612,4130212264.226203,29228.93722838,173,52,1778889284521
2057746,KRW-JTO,672.0,-0.1169513798,4549795646.372928,6243433.03075598,259,43,1778889284521
2057747,KRW-JUP,314.0,-0.0513595166,769440998.5731069,2410842.15405007,188,156,1778889284521
2057748,KRW-VVV,20590.0,-0.0533333333,4667330887.777402,224305.80303419,195,42,1778889284521
2057749,KRW-PIEVERSE,1486.0,0.0178082192,32889403791.633,22403233.57626385,11,11,1778889284521
2057750,KRW-ALT,10.3,-0.0636363636,402247487.5294498,38057470.4508613,224,208,1778889284521
2057751,KRW-B3,1.6,-0.0697674419,7074949479.348336,4354766579.174528,237,29,1778889284521
2057752,KRW-LAYER,142.0,-0.0405405405,3759189327.6805897,26283236.62984998,139,55,1778889284521
2057753,KRW-TRX,525.0,0.0038240918,2764045850.991356,5285100.32606608,23,71,1778889284521
2057754,KRW-POWR,96.5,-0.0082219938,893061429.8094469,9129761.95103978,30,143,1778889284521
2057755,KRW-ATOM,2873.0,-0.0489904005,725808768.934112,247080.24825302,180,160,1778889284521
2057756,KRW-ARKM,187.0,-0.065,582044537.9639245,3021748.12611023,226,182,1778889284521
2057757,KRW-CRO,108.0,-0.0442477876,2109834141.7060497,18957381.76783953,157,85,1778889284521
2057758,KRW-NXPC,505.0,-0.0489642185,677650184.4424329,1313791.27207547,179,167,1778889284521
2057759,KRW-A,129.0,-0.0514705882,626394378.4051695,4756516.23386708,189,174,1778889284521
2057760,KRW-TRUMP,3345.0,-0.0472799772,6126248047.997771,1798318.58573981,168,34,1778889284521
2057761,KRW-F,8.17,-0.0422039859,384514868.6670072,46171308.41695805,148,210,1778889284521
2057762,KRW-G,5.5,-0.0367775832,375387091.346667,67802384.49866799,126,213,1778889284521
2057763,KRW-CELO,133.0,-0.0220588235,703479700.1460373,5293582.49933058,57,163,1778889284521
2057764,KRW-AERO,668.0,-0.0657342657,232660719.93071914,339468.98870977,227,240,1778889284521
2057765,KRW-CTC,223.0,-0.0304347826,724338807.0467505,3226522.94120205,96,161,1778889284521
2057766,KRW-ANIME,6.82,-0.0407876231,865415421.8523461,125682062.86605185,142,144,1778889284521
2057767,KRW-APT,1471.0,-0.0540192926,2761133512.1622643,1839979.92664861,198,72,1778889284521
2057768,KRW-MOCA,20.7,-0.0547945205,494366633.02660936,23872989.83622746,200,193,1778889284521
2057769,KRW-API3,516.0,-0.0479704797,1011613098.3644546,1910200.6855063,175,132,1778889284521
2057770,KRW-AHT,2.27,-0.0299145299,161626449.12502,70415171.64510176,91,254,1778889284521
2057771,KRW-EGLD,6240.0,-0.0523917995,295160489.6818066,46504.43028087,193,224,1778889284521
2057772,KRW-BLEND,166.0,-0.0674157303,2783898110.026238,16419447.24761544,231,69,1778889284521
2057773,KRW-ERA,198.0,-0.0434782609,278658236.232754,1394103.23117025,152,227,1778889284521
2057774,KRW-FF,133.0,0.1465517241,29149479663.31003,223081321.98994216,2,13,1778889284521
2057775,KRW-PLUME,18.0,-0.0721649485,1628649682.310661,87633232.41937336,243,106,1778889284521
2057776,KRW-ESP,112.0,0.046728972,2299452864.264146,20671951.39907138,5,79,1778889284521
2057777,KRW-CC,235.0,-0.0289256198,1737172104.897752,7146547.63387824,87,98,1778889284521
2057778,KRW-NEO,4442.0,-0.041639698,853152852.1998935,189050.8922802,146,147,1778889284521
2057779,KRW-ETC,13790.0,-0.0142959257,2769156577.690444,201913.41369216,36,70,1778889284521
2057780,KRW-IOTA,86.6,-0.0607375271,793365938.5949187,8897567.74772632,221,154,1778889284521
2057781,KRW-IOST,1.64,-0.0574712644,309969577.29253745,189002311.87125567,210,222,1778889284521
2057782,KRW-AKT,1089.0,-0.0771186441,3533440481.650646,3050381.17133124,249,58,1778889284521
2057783,KRW-COW,264.0,-0.0434782609,202749628.96175456,761815.56485655,153,245,1778889284521
2057784,KRW-VIRTUAL,1116.0,-0.0337662338,9238466309.591875,8096820.56700149,110,25,1778889284521
2057785,KRW-ETH,3310000.0,-0.018677735,109018976260.68764,32720.94951015,48,4,1778889284521
2057786,KRW-IQ,1.63,-0.0297619048,273225834.34013355,166660499.5585401,89,230,1778889284521
2057787,KRW-IP,747.0,-0.0580075662,6813924262.6525345,8870267.47598186,214,30,1778889284521
2057788,KRW-NEAR,2300.0,-0.011177988,5435255418.876294,2362033.83727711,33,39,1778889284521
2057789,KRW-RVN,8.45,-0.0408626561,574251816.3066458,66575419.61985879,143,184,1778889284521
2057790,KRW-PRL,329.0,-0.1132075472,2522009021.961675,7345646.64998029,257,75,1778889284521
2057791,KRW-AGLD,362.0,-0.0694087404,628065469.9734738,1683591.20898865,236,173,1778889284521
2057792,KRW-ID,46.6,-0.0566801619,989556039.9887784,20934418.75478283,208,136,1778889284521
2057793,KRW-IN,89.8,-0.0517423442,531703073.44681895,5829004.22481855,190,190,1778889284521
2057794,KRW-MANTRA,15.0,-0.0566037736,1460691432.4773834,94612698.6725489,207,111,1778889284521
2057795,KRW-WAL,112.0,-0.0743801653,606710432.5113336,5310822.10457307,245,176,1778889284521
2057796,KRW-PENDLE,2940.0,-0.0147453083,2337628180.604366,777709.12296534,39,78,1778889284521
2057797,KRW-BLUR,36.2,-0.0473684211,1270037311.6787736,34801016.9021777,169,118,1778889284521
2057798,KRW-AWE,83.0,0.0146699267,1461005840.1654322,17429772.06946496,13,110,1778889284521
2057799,KRW-THETA,318.0,-0.056379822,585874667.940056,1809355.60831134,204,181,1778889284521
2057800,KRW-AXL,95.2,-0.0285714286,2125368773.335426,21837321.73248266,82,84,1778889284521
2057801,KRW-HP,24.7,-0.0679245283,4376876933.290041,173932778.5738646,234,45,1778889284521
2057802,KRW-SAND,112.0,-0.0427350427,3479202594.0194855,30780827.44533871,150,62,1778889284521
2057803,KRW-WCT,92.4,-0.0474226804,1162137597.7010233,12353128.18894132,171,122,1778889284521
2057804,KRW-YGG,58.5,-0.0669856459,356386455.9851932,5835973.00006547,229,217,1778889284521
2057805,KRW-AXS,1786.0,-0.0449197861,2439560783.3490505,1340833.4029253,159,76,1778889284521
2057806,KRW-ARDR,61.1,-0.0347551343,501571873.1252303,8137987.19782819,114,192,1778889284521
2057807,KRW-AQT,796.0,-0.0257037944,412053778.3680596,515388.09630782,69,207,1778889284521
2057808,KRW-ME,161.0,-0.0301204819,1196719002.011626,7285838.81929312,95,120,1778889284521
2057809,KRW-TRUST,102.0,-0.0377358491,899901310.9176401,8783048.38444307,130,142,1778889284521
2057810,KRW-SONIC,61.2,-0.0699088146,4208476735.2456985,66901024.59881929,238,50,1778889284521
2057811,KRW-ARB,186.0,-0.0461538462,1676849746.6758366,8883484.95759035,165,102,1778889284521
2057812,KRW-POL,135.0,-0.0357142857,2139789045.1052382,15627556.72310789,119,83,1778889284521
2057813,KRW-CVC,46.0,-0.0233545648,6440665451.099272,131752567.87163769,62,33,1778889284521
2057814,KRW-T,8.71,-0.0300668151,356559068.68627435,40476959.31712898,93,216,1778889284521
2057815,KRW-W,19.6,-0.0798122066,3281305423.799327,163211898.00287738,252,64,1778889284521
2057816,KRW-ARK,254.0,-0.0378787879,750281810.6518351,2923196.46202374,131,157,1778889284521
2057817,KRW-AVNT,215.0,-0.0444444444,2052962954.5514033,9473784.44699598,158,87,1778889284521
2057818,KRW-LA,195.0,-0.0487804878,2056747291.0933616,10151544.44444619,177,86,1778889284521
2057819,KRW-HYPER,164.0,-0.0238095238,795811767.8675177,4794803.21656212,63,153,1778889284521
2057820,KRW-ATH,9.14,-0.0711382114,3497569879.4294553,370861004.61004275,240,61,1778889284521
2057821,KRW-TAIKO,168.0,-0.0344827586,555306696.5110668,3267047.55491423,112,188,1778889284521
2057822,KRW-AVAX,14200.0,-0.0300546448,4246578546.311758,295659.40037872,92,49,1778889284521
2057823,KRW-XAUT,6756000.0,-0.0171661333,1695522895.2182,249.552411,44,100,1778889284521
2057824,KRW-CPOOL,50.2,-0.061682243,3503870942.006534,68399906.22360714,222,60,1778889284521
2057825,KRW-IMX,276.0,-0.0769230769,3761255666.90732,12914266.02635444,248,54,1778889284521
2057826,KRW-SC,1.41,-0.0208333333,443512171.40527415,311715273.16646576,55,203,1778889284521
2057827,KRW-INJ,7310.0,-0.0406824147,5594845180.658503,748099.14614887,141,36,1778889284521
2057828,KRW-MVL,1.94,-0.0152284264,107037399.81447358,55516483.29058598,40,259,1778889284521
2057829,KRW-HIVE,91.1,-0.0420609884,700609681.6500218,7607065.15976659,147,165,1778889284521
2057830,KRW-CBK,373.0,-0.0286458333,227329688.12514994,602792.87764,84,241,1778889284521
2057831,KRW-XLM,231.0,-0.0375,14440002669.817932,61500355.54362711,129,18,1778889284521
2057832,KRW-OP,204.0,-0.0511627907,268509286.33148617,1303478.0203105,186,233,1778889284521
2057833,KRW-SAFE,211.0,-0.0365296804,138352637.4288198,642397.32728387,124,256,1778889284521
2057834,KRW-GLM,213.0,-0.0046728972,477720427.31205213,2275305.45339621,25,197,1778889284521
2057835,KRW-SUPER,183.0,-0.0518134715,429527157.93134946,2289299.88619012,192,205,1778889284521
2057836,KRW-LINEA,5.41,-0.0458553792,1029427329.4531916,185194309.60360706,164,130,1778889284521
2057837,KRW-KERNEL,101.0,0.0222672065,4268273375.2018447,40555650.37125005,9,47,1778889284521
2057838,KRW-POKT,16.9,-0.0287356322,564047583.3196719,33043093.88919,86,186,1778889284521
2057839,KRW-SENT,23.2,-0.0333333333,491936728.7672583,20661070.55305641,108,194,1778889284521
2057840,KRW-ZKC,107.0,-0.0530973451,648695997.180411,5957705.37554754,194,171,1778889284521
2057841,KRW-KNC,211.0,-0.0321100917,663153101.6120077,3094653.12098832,102,170,1778889284521
2057842,KRW-ZKP,110.0,-0.0265486726,980134140.7015362,8606814.89269496,75,137,1778889284521
2057843,KRW-AUCTION,7150.0,-0.0165061898,323909396.2359534,45136.57146669,43,220,1778889284521
2057844,KRW-ORDER,81.4,-0.0239808153,737173174.5201508,8937485.25758543,64,158,1778889284521
2057845,KRW-DRIFT,73.8,0.0482954545,47608417194.88271,622486668.0987476,4,7,1778889284521
2057846,KRW-FCT2,18.1,-0.0320855615,200349610.9709721,10925979.83234371,100,247,1778889284521
2057847,KRW-MTL,457.0,-0.0193133047,187563701.49802074,407887.56113095,49,251,1778889284521
2057848,KRW-VET,10.4,-0.037037037,1648091735.817814,154571085.49482125,127,105,1778889284521
2057849,KRW-TAO,424500.0,-0.0564569904,3017668835.077506,6904.29053566,205,66,1778889284521
2057850,KRW-QTUM,1384.0,-0.0455172414,859316788.8623654,607044.47997796,162,145,1778889284521
2057851,KRW-TT,1.29,-0.030075188,200826376.32613102,154151710.58512276,94,246,1778889284521
2057852,KRW-LINK,14980.0,-0.0322997416,7208319590.549825,475236.17492519,104,28,1778889284521
2057853,KRW-XRP,2136.0,-0.0259917921,190867842002.82068,87869867.03588673,70,1,1778889284521
2057854,KRW-CHZ,67.8,0.0351145038,6076060759.489932,91618618.60966189,7,35,1778889284521
2057855,KRW-ASTR,12.9,-0.0152671756,734236387.528086,56111949.52751734,41,159,1778889284521
2057856,KRW-ZK,24.7,-0.0714285714,840475986.4553028,33421732.96001607,241,150,1778889284521
2057857,KRW-STORJ,205.0,0.28125,17447043213.99524,89372641.87411346,1,16,1778889284521
2057858,KRW-ENA,165.0,-0.0782122905,5561844816.545765,32360445.64677888,250,37,1778889284521
2057859,KRW-MANA,136.0,-0.0422535211,383409748.40684867,2766212.81678065,149,211,1778889284521
2057860,KRW-OPEN,266.0,-0.0184501845,1976284721.1866248,7372203.17565744,47,91,1778889284521
2057861,KRW-PYTH,69.4,-0.0734312417,1356259759.83997,19052278.30480426,244,114,1778889284521
2057862,KRW-ENS,10060.0,-0.0400763359,2928399034.382735,287993.52977064,138,68,1778889284521
2057863,KRW-GRT,40.0,-0.0314769976,1314319319.6024303,32138287.70701175,98,116,1778889284521
2057864,KRW-PUMP,2.67,-0.0430107527,566602146.1231542,208213871.57700568,151,185,1778889284521
2057865,KRW-XTZ,543.0,-0.0286225403,191029022.29044852,348409.39897224,83,250,1778889284521
2057866,KRW-CKB,2.27,-0.0462184874,478988497.951611,208712694.3427602,166,195,1778889284521
2057867,KRW-KAVA,88.3,-0.0535905681,7741815046.46983,80900079.41370106,197,27,1778889284521
2057868,KRW-TOSHI,0.271,-0.0355871886,435492792.7858873,1560113785.023693,117,204,1778889284521
2057869,KRW-BARD,392.0,-0.0248756219,2141462745.09543,5432600.05121771,65,82,1778889284521
2057870,KRW-ZRO,1955.0,-0.0605478136,1773166951.0690334,894816.75329965,220,96,1778889284521
2057871,KRW-RAY,1105.0,-0.0579710145,447059466.0435322,400265.87773313,213,201,1778889284521
2057872,KRW-ONDO,541.0,-0.0574912892,27854083458.338497,49889516.83031,211,14,1778889284521
2057873,KRW-ZRX,166.0,-0.0348837209,257056716.45959705,1534540.27487532,115,235,1778889284521
2057874,KRW-GMT,17.3,-0.079787234,605749523.8206075,34340212.57362846,251,177,1778889284521
2057875,KRW-TFUEL,16.7,-0.0346820809,254734461.9349555,15131520.96309828,113,236,1778889284521
2057876,KRW-CFG,404.0,-0.0357995227,3659605360.6851115,8946542.16649625,120,56,1778889284521
2057877,KRW-AZTEC,31.3,-0.0901162791,7775342718.209354,222916762.86753178,255,26,1778889284521
2057878,KRW-XPL,133.0,-0.0699300699,5192349772.8638,38092453.42799274,239,40,1778889284521
2057879,KRW-ZAMA,40.5,0.0201511335,579144368.5267992,14761902.01604589,10,183,1778889284521
2057880,KRW-MASK,723.0,-0.04743083,349809321.0414488,474753.30032997,172,218,1778889284521
2057881,KRW-COMP,32870.0,-0.0266508736,287543109.200848,8634.54414937,76,225,1778889284521
2057882,KRW-ZETA,78.7,-0.0518072289,1006208109.7879841,12500571.08385136,191,133,1778889284521
2057883,KRW-RED,203.0,-0.028708134,913581053.2825687,4385898.11491663,85,141,1778889284521
2057884,KRW-TIA,627.0,-0.0860058309,1478398887.500064,2233316.44510812,254,109,1778889284521
2057885,KRW-ADA,390.0,-0.022556391,10656892669.650284,27154365.5535769,59,20,1778889284521
2057886,KRW-ELF,119.0,-0.0083333333,276520090.76728654,2324859.76234281,31,228,1778889284521
2057887,KRW-SOON,257.0,-0.0265151515,2011574529.3138628,7847712.43458399,74,89,1778889284521
2057888,KRW-STEEM,85.9,-0.0126436782,622459802.5372356,7223519.84529461,35,175,1778889284521
2057889,KRW-ELSA,101.0,-0.0471698113,1137000050.7639608,11182041.23862591,167,124,1778889284521
2057890,KRW-SPK,50.6,0.012,5473738482.758187,109489644.15383334,14,38,1778889284521
2057891,KRW-SOPH,12.6,-0.0381679389,805137554.543919,63181263.53675659,132,151,1778889284521
2057892,KRW-MED,3.14,-0.0278637771,359909780.5242075,113438163.7861146,80,215,1778889284521
2057893,KRW-1INCH,143.0,-0.0337837838,296990481.6490286,2060016.32856247,111,223,1778889284521
2057894,KRW-KAT,13.0,-0.0298507463,2197331128.5675216,169012173.27510527,90,81,1778889284521
2057895,KRW-MEW,0.867,-0.0637149028,1699056249.237682,1923682602.0846598,225,99,1778889284521
2057896,KRW-ORBS,12.7,-0.0230769231,282880402.1501559,22207343.24611205,61,226,1778889284521
2057897,KRW-RENDER,2797.0,-0.0032074127,2572088234.0710645,929874.73012599,24,73,1778889284521
2057898,KRW-ORCA,2181.0,0.0167832168,3522256589.7763844,1648140.03878381,12,59,1778889284521
2057899,KRW-BERA,552.0,-0.0845771144,3835869747.3610897,6704840.76132263,253,53,1778889284521
2057900,KRW-SIGN,22.1,-0.0675105485,4131190038.3203287,181677144.46180817,232,51,1778889284521
2057901,KRW-VANA,2261.0,-0.0199393151,720073841.2171923,313699.36773492,53,162,1778889284521
2057902,KRW-DOT,1960.0,-0.0263288624,1090343056.7808821,549674.36199829,72,126,1778889284521
2057903,KRW-EDGE,152.0,-0.0193548387,842251588.3851696,5425139.49004027,50,149,1778889284521
2057904,KRW-MET2,230.0,-0.029535865,216395042.93324316,929352.35088204,88,242,1778889284521
2057905,KRW-MBL,1.4,-0.0277777778,1030845570.7916741,736493637.7929194,79,129,1778889284521
2057906,KRW-FLUID,2414.0,-0.0599688474,601408651.115898,235081.77954099,217,179,1778889284521
2057907,KRW-BIGTIME,19.5,-0.0441176471,678279961.7881178,34322311.47054855,156,166,1778889284521
2057908,KRW-SNT,14.9,-0.0197368421,453330137.43075377,30158384.0453012,52,200,1778889284521
2057909,KRW-SOL,132900.0,-0.0249449743,31603131749.967976,234779.5475653,66,12,1778889284521
2057910,KRW-QKC,4.57,-0.0358649789,120589145.7549329,26286650.90339752,121,257,1778889284521
2057911,KRW-META,14.2,-0.0405405405,234969239.0468255,16306558.93543867,140,239,1778889284521
2057912,KRW-IRYS,91.2,-0.1145631068,147960387173.48898,1378653760.4372878,258,3,1778889284521
2057913,KRW-SAHARA,55.5,0.0090909091,36781639219.943886,643484259.467098,16,9,1778889284521
2057914,KRW-MLK,76.3,-0.0329531052,310818558.31255805,4024793.77517551,106,221,1778889284521
2057915,KRW-VTHO,0.815,-0.0512223516,1112015893.1559057,1323894636.571552,187,125,1778889284521
2057916,KRW-KITE,309.0,-0.0283018868,9361972232.426937,29700028.20164112,81,24,1778889284521
2057917,KRW-MINA,90.5,-0.0660474716,603362363.0822722,6515461.22076048,228,178,1778889284521
2057918,KRW-MMT,188.0,-0.0552763819,478099562.20255053,2491801.32563403,201,196,1778889284521
2057919,KRW-CHIP,85.1,-0.0533926585,9396662627.92036,106710123.4714214,196,23,1778889284521
2057920,KRW-ZORA,17.8,-0.0582010582,2033770389.1550407,112738858.49968052,215,88,1778889284521
2057921,KRW-XCN,7.44,-0.0145695364,12032348352.647554,1545055539.7125802,38,19,1778889284521
2057922,KRW-GAS,2397.0,-0.0412,1152296435.131122,474417.84546117,145,123,1778889284521
2057923,KRW-MEGA,150.0,-0.0384615385,6656242417.553932,44336283.24493753,134,31,1778889284521
2057924,KRW-MNT,990.0,-0.0360272639,414381631.1225159,408704.87354187,122,206,1778889284521
2057925,KRW-MOC,41.0,-0.0096618357,142835259.93337068,3487039.01539984,32,255,1778889284521
2057926,KRW-MOODENG,81.9,-0.0553633218,1820086962.7734442,21811225.41647849,202,94,1778889284521
2057927,KRW-XEC,0.0115,-0.0336134454,1677454615.2371094,144611044498.98828,109,101,1778889284521
2057928,KRW-MON,42.2,-0.0409090909,2365082497.2554426,55743411.91186872,144,77,1778889284521
2057929,KRW-ZIL,6.0,-0.0322580645,666042216.9522777,109837722.99328016,103,169,1778889284521
2057930,KRW-GAME2,2.02,-0.0194174757,196458559.40391958,97050286.28549416,51,248,1778889284521
2057931,KRW-STX,373.0,-0.0604534005,4478782518.580952,11710313.1821075,219,44,1778889284521
2057932,KRW-FLOCK,98.9,0.0421496312,5113537562.380593,53210975.48345906,6,41,1778889284521
2057933,KRW-PROVE,370.0,-0.0439276486,168290698.60498917,446107.39562736,155,252,1778889284521
2057934,KRW-BSV,23510.0,-0.0474068071,990014245.3779571,41513.10014595,170,135,1778889284521
2057935,KRW-SUI,1637.0,-0.0672364672,23787346010.108932,14175298.83926146,230,15,1778889284521
2057936,KRW-SYRUP,334.0,-0.0564971751,325379027.14734054,949135.70464723,206,219,1778889284521
2057937,KRW-BTC,117736000.0,-0.0176223216,186955494282.73547,1572.62460492,45,2,1778889284521
2057938,KRW-HOLO,109.0,-0.018018018,1780855506.8506374,16107990.5707059,46,95,1778889284521
2057939,KRW-MIRA,117.0,-0.0487804878,932482814.8737372,7864141.96830664,178,140,1778889284521
2057940,KRW-SUN,29.2,-0.0068027211,191310568.82899007,6571715.16621637,27,249,1778889284521
2057941,KRW-ZBT,235.0,0.087962963,10235578925.316792,45389222.01219403,3,21,1778889284521
2057942,KRW-ONG,98.7,-0.06,633818928.7807199,6343497.33706664,218,172,1778889284521
2057943,KRW-BTT,0.000479,-0.0164271047,934114755.639008,1942269309124.2578,42,139,1778889284521
2057944,KRW-ENSO,1256.0,-0.0455927052,2207312895.5186577,1736037.07292356,163,80,1778889284521
2057945,KRW-BIRB,195.0,-0.0201005025,459444687.2153495,2346183.87504948,54,199,1778889284521
2057946,KRW-ONT,87.7,-0.0498374865,1414861068.0648403,15767614.86194021,183,113,1778889284521
2057947,KRW-SOMI,249.0,-0.0496183206,392053366.7299461,1546648.92061626,182,209,1778889284521
2057948,KRW-DEEP,50.5,-0.0578358209,994214538.9129877,19393507.61547019,212,134,1778889284521
2057949,KRW-STRAX,19.3,-0.035,376823543.247964,19253321.46753484,116,212,1778889284521
2057950,KRW-ICP,3897.0,-0.059150169,1962071606.4966846,485085.1944205,216,92,1778889284521
2057951,KRW-BREV,176.0,-0.0434782609,1013197182.3997214,5558626.21176526,154,131,1778889284521
2057952,KRW-ICX,55.2,-0.044982699,248774574.1803648,4413000.52497651,160,237,1778889284521
2057953,KRW-POLYX,82.5,0.0248447205,55028581952.58375,617189781.5325553,8,6,1778889284521
2057954,KRW-WAXP,9.74,-0.0356435644,214132476.5700348,21810638.36958958,117,243,1778889316689
2057955,KRW-CARV,86.7,-0.0616883117,1273310901.0039275,14236934.87889007,223,117,1778889316689
2057956,KRW-LSK,185.0,-0.0263157895,469382657.6423812,2532248.61153242,70,198,1778889316689
